index,label
0,1.0693739040361038e-05
1,0.0025390209459456893
2,0.999884091549658
3,1.0
4,1.0
5,4.303872841949133e-06
6,0.8779984946699608
7,2.3226325600951106e-05
8,1.0
9,4.526242484483441e-06
10,0.0062671824331734525
11,1.0
12,5.80131127369859e-06
13,0.00019528512427465373
14,1.4995321941665512e-05
15,0.9999953789279112
16,1.4995321941665512e-05
17,2.191790977193449e-05
18,6.263200118025627e-05
19,0.9999902737581163
20,0.99278132017966
21,0.9964823328577849
22,1.0
23,4.805292754394688e-05
24,1.0
25,9.87218136701237e-06
26,0.9995673400032971
27,0.9997619047619049
28,0.999512604676899
29,1.0
30,0.9999984779299848
31,0.9999859154929578
32,0.9999751113359326
33,1.0
34,0.9999777978214113
35,1.0
36,1.0
37,1.5739187822212383e-05
38,1.0
39,0.9999777978214113
40,0.9998882012418978
41,0.0002575997380913013
42,1.0
43,1.0
44,0.9999378670792227
45,7.596790354733047e-06
46,0.9999922874512295
47,1.9643678711510406e-05
48,4.620215082073983e-06
49,1.0
50,0.9999359257622625
51,1.4486039782261795e-05
52,9.33815793682678e-05
53,0.06680501371773843
54,0.0041892029923017784
55,1.0693739040361038e-05
56,1.7941772755422653e-05
57,1.0693739040361038e-05
58,6.296495979703403e-06
59,0.9987064370618326
60,3.802959086578205e-05
61,0.007928044054918553
62,0.017157453206215995
63,2.416437312487199e-05
64,0.00013900395710199213
65,0.9999777978214113
66,2.0015567690869818e-05
67,1.0
68,1.0693739040361038e-05
69,0.9999777978214113
70,0.0012461838316040563
71,2.7733169209874262e-05
72,3.278192006848938e-05
73,0.9997535352392554
74,0.9999766334059479
75,0.9999984779299848
76,0.00018816041955606991
77,1.1662250709689762e-05
78,5.283958838057769e-05
79,0.999964969640355
80,3.6389076821881627e-05
81,0.0004288011666396674
82,4.378315353168148e-05
83,0.999923298314654
84,1.8323964061858183e-05
85,0.9982893954208468
86,3.015406482923768e-05
87,0.9997009121598542
88,2.9336358483367267e-05
89,0.9999378670792227
90,0.9978571428571429
91,0.0072585432238032165
92,6.689670284569986e-05
93,1.0
94,1.3167850216436035e-05
95,1.012972357462402e-05
96,3.5445426098231436e-05
97,3.3455476574790974e-05
98,5.2381231840841296e-05
99,0.9999902737581163
100,0.00011296264547297694
101,0.004480570650788776
102,0.07102603671964597
103,0.9948571344614713
104,3.4728888291313414e-05
105,0.9981776340664448
106,0.9999065727445572
107,0.007532677522669985
108,4.7829020191132206e-05
109,0.9941892507136219
110,4.620215082073983e-06
111,2.0657146424324324e-05
112,5.657521093840035e-06
113,1.0447046532886433e-05
114,1.0
115,0.002610057491529184
116,0.0036138509375782772
117,1.4735380770288914e-05
118,0.9999053030303031
119,0.0011382694733950754
120,0.0010309524030619646
121,0.9959498452439849
122,0.00035559613759113116
123,9.165125677773477e-06
124,0.9999689208571774
125,0.9999867747720674
126,0.9999888181661792
127,1.0
128,0.9965927314101544
129,3.0433886005420975e-05
130,0.9596884130049896
131,6.40097113453657e-05
132,2.692315782592417e-05
133,9.622662394116234e-06
134,1.0
135,0.0011264311929866893
136,0.9999777978214113
137,0.004614171656751773
138,0.9999777978214113
139,4.7719082175921155e-06
140,0.00018821138981878246
141,0.9999156649006339
142,0.9999263410303523
143,1.7139470534972327e-05
144,0.9999378670792227
145,1.545548606825988e-05
146,1.648247756990399e-05
147,9.622662394116234e-06
148,0.03830060689900236
149,0.9998073826628407
150,0.9996774405296237
151,0.9992285746284933
152,1.0
153,1.0
154,1.0
155,7.166537090635267e-06
156,0.006462477332669913
157,8.584696651660244e-06
158,1.1294772818459369e-05
159,1.0
160,1.0
161,3.803433884116061e-05
162,2.900212223738592e-05
163,1.34260366101418e-05
164,0.999744461359235
165,0.9997979713568403
166,5.434595141463522e-05
167,0.9999565936855482
168,0.9983268070062269
169,2.220294457918477e-05
170,0.9989367816091953
171,1.0447046532886433e-05
172,8.111062439220275e-06
173,4.370696109177847e-06
174,1.0
175,2.5595973093086142e-05
176,6.775232681384378e-06
177,0.007903745267859082
178,1.6642710940256658e-05
179,1.0
180,9.87218136701237e-06
181,0.0011246212074151201
182,1.0840693036341093e-05
183,0.9779491110012476
184,5.8596272816633885e-06
185,0.9999359257622625
186,5.80131127369859e-06
187,0.999776262312774
188,2.9830213330506784e-05
189,5.6511884902003915e-05
190,0.00017221175241523937
191,0.004598084443008498
192,7.2605096882258094e-06
193,6.022749947403587e-05
194,0.0011251945321237398
195,0.001881387975278867
196,0.0009043908144828923
197,1.0
198,0.00012271053327539554
199,4.370696109177847e-06
200,0.002228611603460371
201,8.032540816135723e-05
202,9.622662394116234e-06
203,0.00025707051698655716
204,0.9966339869281046
205,0.9990495395505882
206,0.9997715739137669
207,0.9999378670792227
208,1.269603672978737e-05
209,0.9999359257622625
210,0.9998532767210415
211,1.1763788912239911e-05
212,2.8693971595711567e-05
213,0.015541063662458911
214,0.9997588512674566
215,0.9999766334059479
216,0.9999672269968869
217,0.9999854312354313
218,0.9999922874512295
219,4.830870975440351e-06
220,1.0
221,0.9934846621314584
222,1.0
223,0.007395098690441194
224,0.03711424861227471
